"_","accuracy","precision","recall","f1","accuracy_u","precision_u","recall_u","f1_u"
0,0.8369049566497628,0.7871429527058666,0.9358943768392587,0.8550977399898263,0.8351464092916735,0.7869909958338933,0.9315199236459079,0.8531779275177562
0,0.8694612142613054,0.8700493628745265,0.9281165809453833,0.8981454049890384,0.8830542582678361,0.8770771682221716,0.943668870928239,0.9091552619159982
0,0.869427238663302,0.8774285871539436,0.9306479859894922,0.9032550497181224,0.8611684637149193,0.8795905742084247,0.9130180969060129,0.8959926670676863
0,0.8886081677287982,0.8881025015253203,0.9285532023475377,0.9078775026507827,0.8710358610807346,0.8650226352156302,0.9263842817045165,0.8946525381961556
0,0.848503220917014,0.8143514617229533,0.9172081477695846,0.8627249004257657,0.852595680181887,0.8231301482701813,0.9119515222311455,0.865267387087836
0,0.8668544270374934,0.8496691712459348,0.9322628276116648,0.8890518657592116,0.8717831367716952,0.8608377203021287,0.9255567860219023,0.8920249036466054
0,0.8687058668250511,0.8650814998117166,0.9161918869644485,0.889903433773277,0.8695637827492906,0.8709695018822631,0.9095259799453054,0.8898302722889552
0,0.8474718093796071,0.8453134785331571,0.8832981894859303,0.8638884938131133,0.8573136231422083,0.8633895398685338,0.8786446593470516,0.8709503045154781
0,0.8499358411562099,0.8674761192312119,0.8756389405204461,0.8715384170665434,0.8455460255284662,0.8740236686390532,0.8579809479553904,0.8659280103177395
0,0.8405314599877826,0.8274174411706545,0.9063193805165972,0.8650730068484301,0.8292608430054978,0.8286122594804267,0.8791357556722803,0.8531266421439831
0,0.8476088888888889,0.8543625366788431,0.8849947273742323,0.8694088970140158,0.8537244444444444,0.8664916671753862,0.880466472303207,0.8734231739585255
0,0.8546338457324797,0.8390467765122194,0.9191399152029073,0.8772690484449068,0.8626793111712143,0.8559548897875491,0.9102362204724409,0.882261426013444
0,0.8276389110014329,0.8127619047619048,0.9201574208852229,0.8631318111709524,0.832606272886483,0.8186918576771842,0.9204269771955361,0.8665837626576657
0,0.8867455123052781,0.8589548143179462,0.956149877816997,0.9049500497895988,0.8769089447697784,0.8535986244166053,0.9435243008417051,0.8963115811194223
0,0.85453144698137,0.8681005441824307,0.9123590609510321,0.889679715302491,0.8603445860764813,0.8800042307895711,0.9063674492074731,0.8929913062144467
0,0.8443812233285918,0.8915330339961514,0.8380969609261939,0.8639895567849816,0.8363442389758179,0.8999866470823875,0.8128316449589966,0.8541917495722705
0,0.871196677991695,0.8734682445206918,0.8860004261666311,0.8796897038081805,0.875839939599849,0.8899812057250253,0.8744939271255061,0.882169598395013
0,0.8627146117966191,0.8688290385734695,0.9076336299817589,0.8878075155447418,0.8605974395448079,0.8776465465628912,0.8913271792604057,0.884433962264151
0,0.8563150513028714,0.8445367880713762,0.9110686268046674,0.8765420353280691,0.8652100095962205,0.8706791116832958,0.8916869932098358,0.881057842626368
0,0.8597112396239034,0.8136283508601301,0.9639899171768095,0.8824498945147679,0.8540461859239152,0.8141013767981725,0.9496579042131796,0.8766704341466657
